day;hour;seller_member_name;imps_matched
11/8/2018;11/8/2018 16:00;FreeWheel SSP (3053);3022
11/8/2018;11/8/2018 17:00;FreeWheel SSP (3053);3045
11/8/2018;11/8/2018 18:00;FreeWheel SSP (3053);4096
11/8/2018;11/8/2018 19:00;FreeWheel SSP (3053);5982
11/8/2018;11/8/2018 20:00;FreeWheel SSP (3053);5950
11/8/2018;11/8/2018 21:00;FreeWheel SSP (3053);4938
11/8/2018;11/8/2018 22:00;FreeWheel SSP (3053);3986
11/8/2018;11/8/2018 23:00;FreeWheel SSP (3053);2594
11/9/2018;11/9/2018 0:00;FreeWheel SSP (3053);1459
11/9/2018;11/9/2018 1:00;FreeWheel SSP (3053);785
11/9/2018;11/9/2018 2:00;FreeWheel SSP (3053);440
11/9/2018;11/9/2018 3:00;FreeWheel SSP (3053);322
11/9/2018;11/9/2018 4:00;FreeWheel SSP (3053);308
11/9/2018;11/9/2018 5:00;FreeWheel SSP (3053);516
11/9/2018;11/9/2018 6:00;FreeWheel SSP (3053);1128
11/9/2018;11/9/2018 7:00;FreeWheel SSP (3053);1870
11/9/2018;11/9/2018 8:00;FreeWheel SSP (3053);2737
11/9/2018;11/9/2018 9:00;FreeWheel SSP (3053);1501
11/9/2018;11/9/2018 10:00;FreeWheel SSP (3053);3519
11/9/2018;11/9/2018 11:00;FreeWheel SSP (3053);3712
11/9/2018;11/9/2018 12:00;FreeWheel SSP (3053);4186
11/9/2018;11/9/2018 13:00;FreeWheel SSP (3053);3897
11/9/2018;11/9/2018 14:00;FreeWheel SSP (3053);3254
11/9/2018;11/9/2018 15:00;FreeWheel SSP (3053);3124
11/9/2018;11/9/2018 16:00;FreeWheel SSP (3053);3623
11/9/2018;11/9/2018 17:00;FreeWheel SSP (3053);4116
11/9/2018;11/9/2018 18:00;FreeWheel SSP (3053);4112
11/9/2018;11/9/2018 19:00;FreeWheel SSP (3053);6970
11/9/2018;11/9/2018 20:00;FreeWheel SSP (3053);4941
11/9/2018;11/9/2018 21:00;FreeWheel SSP (3053);3966
11/9/2018;11/9/2018 22:00;FreeWheel SSP (3053);3564
11/9/2018;11/9/2018 23:00;FreeWheel SSP (3053);2804
11/10/2018;11/10/2018 0:00;FreeWheel SSP (3053);1515
11/10/2018;11/10/2018 1:00;FreeWheel SSP (3053);912
11/10/2018;11/10/2018 2:00;FreeWheel SSP (3053);1116
11/10/2018;11/10/2018 3:00;FreeWheel SSP (3053);796
11/10/2018;11/10/2018 4:00;FreeWheel SSP (3053);760
11/10/2018;11/10/2018 5:00;FreeWheel SSP (3053);754
11/10/2018;11/10/2018 6:00;FreeWheel SSP (3053);1328
11/10/2018;11/10/2018 7:00;FreeWheel SSP (3053);2550
11/10/2018;11/10/2018 8:00;FreeWheel SSP (3053);4054
11/10/2018;11/10/2018 9:00;FreeWheel SSP (3053);4750
11/10/2018;11/10/2018 10:00;FreeWheel SSP (3053);5254
11/10/2018;11/10/2018 11:00;FreeWheel SSP (3053);5258
11/10/2018;11/10/2018 12:00;FreeWheel SSP (3053);5760
11/10/2018;11/10/2018 13:00;FreeWheel SSP (3053);8790
11/10/2018;11/10/2018 14:00;FreeWheel SSP (3053);5768
11/10/2018;11/10/2018 15:00;FreeWheel SSP (3053);5082
11/10/2018;11/10/2018 16:00;FreeWheel SSP (3053);5146
11/10/2018;11/10/2018 17:00;FreeWheel SSP (3053);6126
11/10/2018;11/10/2018 18:00;FreeWheel SSP (3053);7534
11/10/2018;11/10/2018 19:00;FreeWheel SSP (3053);11112
11/10/2018;11/10/2018 20:00;FreeWheel SSP (3053);8658
11/10/2018;11/10/2018 21:00;FreeWheel SSP (3053);7674
11/10/2018;11/10/2018 22:00;FreeWheel SSP (3053);6482
11/10/2018;11/10/2018 23:00;FreeWheel SSP (3053);4398
11/11/2018;11/11/2018 0:00;FreeWheel SSP (3053);3076
11/11/2018;11/11/2018 1:00;FreeWheel SSP (3053);1780
11/11/2018;11/11/2018 2:00;FreeWheel SSP (3053);1042
11/11/2018;11/11/2018 3:00;FreeWheel SSP (3053);738
11/11/2018;11/11/2018 4:00;FreeWheel SSP (3053);578
11/11/2018;11/11/2018 5:00;FreeWheel SSP (3053);624
11/11/2018;11/11/2018 6:00;FreeWheel SSP (3053);1022
11/11/2018;11/11/2018 7:00;FreeWheel SSP (3053);2116
11/11/2018;11/11/2018 8:00;FreeWheel SSP (3053);3818
11/11/2018;11/11/2018 9:00;FreeWheel SSP (3053);4960
11/11/2018;11/11/2018 10:00;FreeWheel SSP (3053);6980
11/11/2018;11/11/2018 11:00;FreeWheel SSP (3053);6032
11/11/2018;11/11/2018 12:00;FreeWheel SSP (3053);5998
11/11/2018;11/11/2018 13:00;FreeWheel SSP (3053);7078
11/11/2018;11/11/2018 14:00;FreeWheel SSP (3053);6728
11/11/2018;11/11/2018 15:00;FreeWheel SSP (3053);6338
11/11/2018;11/11/2018 16:00;FreeWheel SSP (3053);6988
11/11/2018;11/11/2018 17:00;FreeWheel SSP (3053);20008
11/11/2018;11/11/2018 18:00;FreeWheel SSP (3053);22698
11/11/2018;11/11/2018 19:00;FreeWheel SSP (3053);17750
11/11/2018;11/11/2018 20:00;FreeWheel SSP (3053);16938
11/11/2018;11/11/2018 21:00;FreeWheel SSP (3053);13774
11/11/2018;11/11/2018 22:00;FreeWheel SSP (3053);7860
11/11/2018;11/11/2018 23:00;FreeWheel SSP (3053);3212
11/12/2018;11/12/2018 0:00;FreeWheel SSP (3053);3386
11/12/2018;11/12/2018 1:00;FreeWheel SSP (3053);1886
11/12/2018;11/12/2018 2:00;FreeWheel SSP (3053);1222
11/12/2018;11/12/2018 3:00;FreeWheel SSP (3053);874
11/12/2018;11/12/2018 4:00;FreeWheel SSP (3053);912
11/12/2018;11/12/2018 5:00;FreeWheel SSP (3053);1388
11/12/2018;11/12/2018 6:00;FreeWheel SSP (3053);3066
11/12/2018;11/12/2018 7:00;FreeWheel SSP (3053);5080
11/12/2018;11/12/2018 8:00;FreeWheel SSP (3053);7688
11/12/2018;11/12/2018 9:00;FreeWheel SSP (3053);8962
11/12/2018;11/12/2018 10:00;FreeWheel SSP (3053);8308
11/12/2018;11/12/2018 11:00;FreeWheel SSP (3053);8658
11/12/2018;11/12/2018 12:00;FreeWheel SSP (3053);9636
11/12/2018;11/12/2018 13:00;FreeWheel SSP (3053);9336
11/12/2018;11/12/2018 14:00;FreeWheel SSP (3053);8484
11/12/2018;11/12/2018 15:00;FreeWheel SSP (3053);8322
11/12/2018;11/12/2018 16:00;FreeWheel SSP (3053);8086
11/12/2018;11/12/2018 17:00;FreeWheel SSP (3053);8666
11/12/2018;11/12/2018 18:00;FreeWheel SSP (3053);9778
11/12/2018;11/12/2018 19:00;FreeWheel SSP (3053);14154
11/12/2018;11/12/2018 20:00;FreeWheel SSP (3053);14348
11/12/2018;11/12/2018 21:00;FreeWheel SSP (3053);11978
11/12/2018;11/12/2018 22:00;FreeWheel SSP (3053);10388
11/12/2018;11/12/2018 23:00;FreeWheel SSP (3053);6460
11/13/2018;11/13/2018 0:00;FreeWheel SSP (3053);3102
11/13/2018;11/13/2018 1:00;FreeWheel SSP (3053);1758
11/13/2018;11/13/2018 2:00;FreeWheel SSP (3053);1036
11/13/2018;11/13/2018 3:00;FreeWheel SSP (3053);746
11/13/2018;11/13/2018 4:00;FreeWheel SSP (3053);682
11/13/2018;11/13/2018 5:00;FreeWheel SSP (3053);1042
11/13/2018;11/13/2018 6:00;FreeWheel SSP (3053);2490
11/13/2018;11/13/2018 7:00;FreeWheel SSP (3053);4304
11/13/2018;11/13/2018 8:00;FreeWheel SSP (3053);6066
11/13/2018;11/13/2018 9:00;FreeWheel SSP (3053);7068
11/13/2018;11/13/2018 10:00;FreeWheel SSP (3053);8622
11/13/2018;11/13/2018 11:00;FreeWheel SSP (3053);8254
11/13/2018;11/13/2018 12:00;FreeWheel SSP (3053);10860
11/13/2018;11/13/2018 13:00;FreeWheel SSP (3053);9294
11/13/2018;11/13/2018 14:00;FreeWheel SSP (3053);7958
11/13/2018;11/13/2018 15:00;FreeWheel SSP (3053);7522
11/13/2018;11/13/2018 16:00;FreeWheel SSP (3053);3602
11/13/2018;11/13/2018 17:00;FreeWheel SSP (3053);7598
11/13/2018;11/13/2018 18:00;FreeWheel SSP (3053);9168
11/13/2018;11/13/2018 19:00;FreeWheel SSP (3053);13190
11/13/2018;11/13/2018 20:00;FreeWheel SSP (3053);13382
11/13/2018;11/13/2018 21:00;FreeWheel SSP (3053);11756
11/13/2018;11/13/2018 22:00;FreeWheel SSP (3053);10546
11/13/2018;11/13/2018 23:00;FreeWheel SSP (3053);6906
11/14/2018;11/14/2018 0:00;FreeWheel SSP (3053);3462
11/14/2018;11/14/2018 1:00;FreeWheel SSP (3053);1786
11/14/2018;11/14/2018 2:00;FreeWheel SSP (3053);1150
11/14/2018;11/14/2018 3:00;FreeWheel SSP (3053);910
11/14/2018;11/14/2018 4:00;FreeWheel SSP (3053);930
11/14/2018;11/14/2018 5:00;FreeWheel SSP (3053);1198
11/14/2018;11/14/2018 6:00;FreeWheel SSP (3053);2716
11/14/2018;11/14/2018 7:00;FreeWheel SSP (3053);4180
11/14/2018;11/14/2018 8:00;FreeWheel SSP (3053);6542
11/14/2018;11/14/2018 9:00;FreeWheel SSP (3053);7060
11/14/2018;11/14/2018 10:00;FreeWheel SSP (3053);7016
11/14/2018;11/14/2018 11:00;FreeWheel SSP (3053);3658
11/14/2018;11/14/2018 12:00;FreeWheel SSP (3053);4221
11/14/2018;11/14/2018 13:00;FreeWheel SSP (3053);4484
11/14/2018;11/14/2018 14:00;FreeWheel SSP (3053);4153
11/14/2018;11/14/2018 15:00;FreeWheel SSP (3053);3812
11/14/2018;11/14/2018 16:00;FreeWheel SSP (3053);3767
11/14/2018;11/14/2018 17:00;FreeWheel SSP (3053);3797
11/14/2018;11/14/2018 18:00;FreeWheel SSP (3053);4183
11/14/2018;11/14/2018 19:00;FreeWheel SSP (3053);5717
11/14/2018;11/14/2018 20:00;FreeWheel SSP (3053);6734
11/14/2018;11/14/2018 21:00;FreeWheel SSP (3053);6410
11/14/2018;11/14/2018 22:00;FreeWheel SSP (3053);4993
11/14/2018;11/14/2018 23:00;FreeWheel SSP (3053);3012
11/15/2018;11/15/2018 0:00;FreeWheel SSP (3053);1508
11/15/2018;11/15/2018 1:00;FreeWheel SSP (3053);839
11/15/2018;11/15/2018 2:00;FreeWheel SSP (3053);477
11/15/2018;11/15/2018 3:00;FreeWheel SSP (3053);397
11/15/2018;11/15/2018 4:00;FreeWheel SSP (3053);391
11/15/2018;11/15/2018 5:00;FreeWheel SSP (3053);568
11/15/2018;11/15/2018 6:00;FreeWheel SSP (3053);1063
11/15/2018;11/15/2018 7:00;FreeWheel SSP (3053);1879
11/15/2018;11/15/2018 8:00;FreeWheel SSP (3053);2767
11/15/2018;11/15/2018 9:00;FreeWheel SSP (3053);3425
11/15/2018;11/15/2018 10:00;FreeWheel SSP (3053);3170
11/15/2018;11/15/2018 11:00;FreeWheel SSP (3053);3172
11/15/2018;11/15/2018 12:00;FreeWheel SSP (3053);3680
11/15/2018;11/15/2018 13:00;FreeWheel SSP (3053);3361
11/15/2018;11/15/2018 14:00;FreeWheel SSP (3053);3290
11/15/2018;11/15/2018 15:00;FreeWheel SSP (3053);3012
11/15/2018;11/15/2018 16:00;FreeWheel SSP (3053);3338
11/15/2018;11/15/2018 17:00;FreeWheel SSP (3053);3731
11/15/2018;11/15/2018 18:00;FreeWheel SSP (3053);4068
11/15/2018;11/15/2018 19:00;FreeWheel SSP (3053);6188
11/15/2018;11/15/2018 20:00;FreeWheel SSP (3053);9209
11/15/2018;11/15/2018 21:00;FreeWheel SSP (3053);8275
11/15/2018;11/15/2018 22:00;FreeWheel SSP (3053);5987
11/15/2018;11/15/2018 23:00;FreeWheel SSP (3053);3990
11/16/2018;11/16/2018 0:00;FreeWheel SSP (3053);2322
11/16/2018;11/16/2018 1:00;FreeWheel SSP (3053);1073
11/16/2018;11/16/2018 2:00;FreeWheel SSP (3053);736
11/16/2018;11/16/2018 3:00;FreeWheel SSP (3053);510
11/16/2018;11/16/2018 4:00;FreeWheel SSP (3053);579
11/16/2018;11/16/2018 5:00;FreeWheel SSP (3053);887
11/16/2018;11/16/2018 6:00;FreeWheel SSP (3053);2012
11/16/2018;11/16/2018 7:00;FreeWheel SSP (3053);3285
11/16/2018;11/16/2018 8:00;FreeWheel SSP (3053);4420
11/16/2018;11/16/2018 9:00;FreeWheel SSP (3053);4895
11/16/2018;11/16/2018 10:00;FreeWheel SSP (3053);4558
11/16/2018;11/16/2018 11:00;FreeWheel SSP (3053);4164
11/16/2018;11/16/2018 12:00;FreeWheel SSP (3053);5129
11/16/2018;11/16/2018 13:00;FreeWheel SSP (3053);1416
11/16/2018;11/16/2018 14:00;FreeWheel SSP (3053);3533
11/16/2018;11/16/2018 15:00;FreeWheel SSP (3053);3124
11/16/2018;11/16/2018 16:00;FreeWheel SSP (3053);3414
11/16/2018;11/16/2018 17:00;FreeWheel SSP (3053);3902
11/16/2018;11/16/2018 18:00;FreeWheel SSP (3053);4034
11/16/2018;11/16/2018 19:00;FreeWheel SSP (3053);4569
11/16/2018;11/16/2018 20:00;FreeWheel SSP (3053);5136
11/16/2018;11/16/2018 21:00;FreeWheel SSP (3053);5467
11/16/2018;11/16/2018 22:00;FreeWheel SSP (3053);3506
11/16/2018;11/16/2018 23:00;FreeWheel SSP (3053);2534
11/17/2018;11/17/2018 0:00;FreeWheel SSP (3053);1569
11/17/2018;11/17/2018 1:00;FreeWheel SSP (3053);878
11/17/2018;11/17/2018 2:00;FreeWheel SSP (3053);524
11/17/2018;11/17/2018 3:00;FreeWheel SSP (3053);355
11/17/2018;11/17/2018 4:00;FreeWheel SSP (3053);242
11/17/2018;11/17/2018 5:00;FreeWheel SSP (3053);429
11/17/2018;11/17/2018 6:00;FreeWheel SSP (3053);836
11/17/2018;11/17/2018 7:00;FreeWheel SSP (3053);1457
11/17/2018;11/17/2018 8:00;FreeWheel SSP (3053);2322
11/17/2018;11/17/2018 9:00;FreeWheel SSP (3053);3714
11/17/2018;11/17/2018 10:00;FreeWheel SSP (3053);3575
11/17/2018;11/17/2018 11:00;FreeWheel SSP (3053);3247
11/17/2018;11/17/2018 12:00;FreeWheel SSP (3053);3294
11/17/2018;11/17/2018 13:00;FreeWheel SSP (3053);3638
11/17/2018;11/17/2018 14:00;FreeWheel SSP (3053);3787
11/17/2018;11/17/2018 15:00;FreeWheel SSP (3053);3298
11/17/2018;11/17/2018 16:00;FreeWheel SSP (3053);3236
11/17/2018;11/17/2018 17:00;FreeWheel SSP (3053);3422
11/17/2018;11/17/2018 18:00;FreeWheel SSP (3053);3506
11/17/2018;11/17/2018 19:00;FreeWheel SSP (3053);4386
11/17/2018;11/17/2018 20:00;FreeWheel SSP (3053);4697
11/17/2018;11/17/2018 21:00;FreeWheel SSP (3053);4160
11/17/2018;11/17/2018 22:00;FreeWheel SSP (3053);5612
11/17/2018;11/17/2018 23:00;FreeWheel SSP (3053);3393
11/18/2018;11/18/2018 0:00;FreeWheel SSP (3053);1730
11/18/2018;11/18/2018 1:00;FreeWheel SSP (3053);1116
11/18/2018;11/18/2018 2:00;FreeWheel SSP (3053);578
11/18/2018;11/18/2018 3:00;FreeWheel SSP (3053);515
11/18/2018;11/18/2018 4:00;FreeWheel SSP (3053);404
11/18/2018;11/18/2018 5:00;FreeWheel SSP (3053);426
11/18/2018;11/18/2018 6:00;FreeWheel SSP (3053);640
11/18/2018;11/18/2018 7:00;FreeWheel SSP (3053);1579
11/18/2018;11/18/2018 8:00;FreeWheel SSP (3053);2824
11/18/2018;11/18/2018 9:00;FreeWheel SSP (3053);3438
11/18/2018;11/18/2018 10:00;FreeWheel SSP (3053);3546
11/18/2018;11/18/2018 11:00;FreeWheel SSP (3053);3052
11/18/2018;11/18/2018 12:00;FreeWheel SSP (3053);3061
11/18/2018;11/18/2018 13:00;FreeWheel SSP (3053);3705
11/18/2018;11/18/2018 14:00;FreeWheel SSP (3053);3447
11/18/2018;11/18/2018 15:00;FreeWheel SSP (3053);3150
11/18/2018;11/18/2018 16:00;FreeWheel SSP (3053);2974
11/18/2018;11/18/2018 17:00;FreeWheel SSP (3053);3149
11/18/2018;11/18/2018 18:00;FreeWheel SSP (3053);3610
11/18/2018;11/18/2018 19:00;FreeWheel SSP (3053);5245
11/18/2018;11/18/2018 20:00;FreeWheel SSP (3053);6842
11/18/2018;11/18/2018 21:00;FreeWheel SSP (3053);7224
11/18/2018;11/18/2018 22:00;FreeWheel SSP (3053);4934
11/18/2018;11/18/2018 23:00;FreeWheel SSP (3053);2733
11/19/2018;11/19/2018 0:00;FreeWheel SSP (3053);1536
11/19/2018;11/19/2018 1:00;FreeWheel SSP (3053);733
11/19/2018;11/19/2018 2:00;FreeWheel SSP (3053);460
11/19/2018;11/19/2018 3:00;FreeWheel SSP (3053);316
11/19/2018;11/19/2018 4:00;FreeWheel SSP (3053);309
11/19/2018;11/19/2018 5:00;FreeWheel SSP (3053);456
11/19/2018;11/19/2018 6:00;FreeWheel SSP (3053);1095
11/19/2018;11/19/2018 7:00;FreeWheel SSP (3053);2085
11/19/2018;11/19/2018 8:00;FreeWheel SSP (3053);2914
11/19/2018;11/19/2018 9:00;FreeWheel SSP (3053);3699
11/19/2018;11/19/2018 10:00;FreeWheel SSP (3053);3024
11/19/2018;11/19/2018 11:00;FreeWheel SSP (3053);46
11/19/2018;11/19/2018 12:00;FreeWheel SSP (3053);2450
11/19/2018;11/19/2018 13:00;FreeWheel SSP (3053);3161
11/19/2018;11/19/2018 14:00;FreeWheel SSP (3053);2564
11/19/2018;11/19/2018 15:00;FreeWheel SSP (3053);2446
11/19/2018;11/19/2018 16:00;FreeWheel SSP (3053);2637
11/19/2018;11/19/2018 17:00;FreeWheel SSP (3053);460
11/19/2018;11/19/2018 18:00;FreeWheel SSP (3053);1210
11/19/2018;11/19/2018 19:00;FreeWheel SSP (3053);1609
11/19/2018;11/19/2018 20:00;FreeWheel SSP (3053);3464
11/19/2018;11/19/2018 21:00;FreeWheel SSP (3053);3050
11/19/2018;11/19/2018 22:00;FreeWheel SSP (3053);1920
11/19/2018;11/19/2018 23:00;FreeWheel SSP (3053);1512
11/20/2018;11/20/2018 0:00;FreeWheel SSP (3053);815
11/20/2018;11/20/2018 1:00;FreeWheel SSP (3053);406
11/20/2018;11/20/2018 2:00;FreeWheel SSP (3053);248
11/20/2018;11/20/2018 3:00;FreeWheel SSP (3053);196
11/20/2018;11/20/2018 4:00;FreeWheel SSP (3053);165
11/20/2018;11/20/2018 5:00;FreeWheel SSP (3053);234
11/20/2018;11/20/2018 6:00;FreeWheel SSP (3053);455
11/20/2018;11/20/2018 7:00;FreeWheel SSP (3053);773
11/20/2018;11/20/2018 8:00;FreeWheel SSP (3053);1084
11/20/2018;11/20/2018 9:00;FreeWheel SSP (3053);1281
11/20/2018;11/20/2018 10:00;FreeWheel SSP (3053);1323
11/20/2018;11/20/2018 11:00;FreeWheel SSP (3053);1351
11/20/2018;11/20/2018 12:00;FreeWheel SSP (3053);2545
11/20/2018;11/20/2018 13:00;FreeWheel SSP (3053);2446
11/20/2018;11/20/2018 14:00;FreeWheel SSP (3053);2156
11/20/2018;11/20/2018 15:00;FreeWheel SSP (3053);2036
11/20/2018;11/20/2018 16:00;FreeWheel SSP (3053);2241
11/20/2018;11/20/2018 17:00;FreeWheel SSP (3053);2466
11/20/2018;11/20/2018 18:00;FreeWheel SSP (3053);2665
11/20/2018;11/20/2018 19:00;FreeWheel SSP (3053);3583
11/20/2018;11/20/2018 20:00;FreeWheel SSP (3053);3820
11/20/2018;11/20/2018 21:00;FreeWheel SSP (3053);2820
11/20/2018;11/20/2018 22:00;FreeWheel SSP (3053);2557
11/20/2018;11/20/2018 23:00;FreeWheel SSP (3053);1749
11/21/2018;11/21/2018 0:00;FreeWheel SSP (3053);960
11/21/2018;11/21/2018 1:00;FreeWheel SSP (3053);519
11/21/2018;11/21/2018 2:00;FreeWheel SSP (3053);344
11/21/2018;11/21/2018 3:00;FreeWheel SSP (3053);207
11/21/2018;11/21/2018 4:00;FreeWheel SSP (3053);209
11/21/2018;11/21/2018 5:00;FreeWheel SSP (3053);286
11/21/2018;11/21/2018 6:00;FreeWheel SSP (3053);789
11/21/2018;11/21/2018 7:00;FreeWheel SSP (3053);1202
11/21/2018;11/21/2018 8:00;FreeWheel SSP (3053);1821
11/21/2018;11/21/2018 9:00;FreeWheel SSP (3053);2543
11/21/2018;11/21/2018 10:00;FreeWheel SSP (3053);2705
11/21/2018;11/21/2018 11:00;FreeWheel SSP (3053);2773
11/21/2018;11/21/2018 12:00;FreeWheel SSP (3053);3450
11/21/2018;11/21/2018 13:00;FreeWheel SSP (3053);3889
11/21/2018;11/21/2018 14:00;FreeWheel SSP (3053);4157
11/21/2018;11/21/2018 15:00;FreeWheel SSP (3053);3697
11/21/2018;11/21/2018 16:00;FreeWheel SSP (3053);3530
11/21/2018;11/21/2018 17:00;FreeWheel SSP (3053);4225
